Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
CASP7		10q25.3	AMP	7	1425	0.5%	No
ZNF706		8q22.3	AMP	80	1537	5.2%	No
MEIS3P1		17p12	AMP	4	942	0.4%	No
C2ORF42		2p13.3	AMP	16	1537	1.0%	No
DHFR		5q14.1	AMP	3	1062	0.3%	No
DDX11L9		15q26.3	HOMDEL	4	1062	0.4%	No
CARD9		9q34.3	HOMDEL	3	902	0.3%	No
SPATA32		17q21.31	AMP	13	1425	0.9%	No
WDR87		19q13.13	AMP	60	1537	3.9%	No
RN7SKP72		18p11.32	AMP	16	595	2.7%	No
ESAM		11q24.2	AMP	9	1537	0.6%	No
H2AZ1		4q23	AMP	5	1062	0.5%	No
PSG7		19q13.31	AMP	19	1174	1.6%	No
FIGNL1		7p12.2	HOMDEL	2	886	0.2%	No
NMRK1		9q21.13	AMP	2	1062	0.2%	No
PLOD2		3q24	HOMDEL	3	1425	0.2%	No
SEC31B		10q24.31	HOMDEL	6	1425	0.4%	No
SQSTM1		5q35.3	HOMDEL	2	1062	0.2%	No
RPS16		19q13.2	HOMDEL	2	1062	0.2%	No
POLR2J4		7p13	AMP	14	1537	0.9%	No
CRB3		19p13.3	HOMDEL	9	1537	0.6%	No
GRM7		3p26.1	AMP	5	902	0.6%	No
USP17L11		4p16.1	AMP	9	1118	0.8%	No
LINC00703		10p15.1	AMP	15	1062	1.4%	No
ZNF415		19q13.42	HOMDEL	2	1062	0.2%	No
CASP8		2q33.1	AMP	11	1425	0.8%	Yes
ZNF607		19q13.1	HOMDEL	3	1425	0.2%	No
SNORD32A		19q13.33	HOMDEL	2	1062	0.2%	No
KIAA1586		6p12.1	HOMDEL	2	1062	0.2%	No
FBXW2		9q33.2	AMP	3	1062	0.3%	No
DACT1		14q23.1	HOMDEL	1	539	0.2%	No
GPR35		2q37.3	HOMDEL	5	1425	0.4%	No
TPI1P3		6q22.1	AMP	2	886	0.2%	No
RN7SL145P		3p21.31	AMP	4	539	0.7%	No
SLC27A6		5q23.3	HOMDEL	2	539	0.4%	No
TXNDC17		17p13.1	AMP	6	1537	0.4%	No
TPD52L1		6q22-q23	HOMDEL	2	1062	0.2%	No
HERC2P4		16p11.2	AMP	22	1174	1.9%	No
PGM5P2		9p11.2	AMP	8	1062	0.8%	No
PCAT2		8q24.21	AMP	48	595	8.1%	No
NUDT15		13q14.2	HOMDEL	3	112	2.7%	No
GPR137C		14q22.1	AMP	4	1425	0.3%	No
CASP9		1p36.21	AMP	25	1537	1.6%	No
MTMR7		8p22	AMP	3	1425	0.2%	No
IL17RC		3p25.3	AMP	7	1014	0.7%	No
IFT74		9p21.2	HOMDEL	2	112	1.8%	No
TNFAIP8L1		19p13.3	HOMDEL	12	1537	0.8%	No
ZNF259P1		6q21	AMP	5	595	0.8%	No
IGSF5		21q22.2	AMP	15	1537	1.0%	No
RN7SL223P		11q21	AMP	4	539	0.7%	No
CALHM2		10q24.33	HOMDEL	8	1425	0.6%	No
SELENOV		19q13.2	AMP	64	1537	4.2%	No
MIGA2		9q34.11	HOMDEL	3	902	0.3%	No
KIF20B		10q23.31	HOMDEL	7	1425	0.5%	No
AHSG		3q27.3	HOMDEL	6	1425	0.4%	No
LINC00973		3q12.1	HOMDEL	1	539	0.2%	No
TRMT44		4p16.1	HOMDEL	5	1425	0.4%	No
NRADDP		3p21.31	AMP	4	886	0.5%	No
IDO2		8p11.21	AMP	59	1537	3.8%	No
RN7SL217P		3p21.31	AMP	9	595	1.5%	No
CASP10		2q33.1	AMP	13	1425	0.9%	No
GUCA1B		6p21.1	HOMDEL	3	1425	0.2%	No
NSMCE2		8q24.13	AMP	85	1537	5.5%	No
LINC00640		14q22.1	AMP	2	1062	0.2%	No
OPA1-AS1		3q29	AMP	35	579	6.0%	No
INHBA-AS1		7p14.1	AMP	3	523	0.6%	No
MELTF-AS1		3q29	AMP	37	579	6.4%	No
USP17L22		4p16.1	HOMDEL	1	539	0.2%	No
USP17L28		4p16.1	AMP	9	1118	0.8%	No
PRELID1P1		6q22.32	AMP	4	595	0.7%	No
ANKRD35		1q21.1	AMP	77	1537	5.0%	No
LINC00102		Xp22.33 and Yp11.31	AMP	2	539	0.4%	No
LINC01270		20q13.13	AMP	21	579	3.6%	No
RGPD2		2p11.2	AMP	4	1062	0.4%	No
NPRL2		3p21.31	HOMDEL	7	1537	0.5%	No
CORO2B		15q23	HOMDEL	1	539	0.2%	No
AK8		9q34.13	HOMDEL	4	902	0.4%	No
RN7SL311P		4q31.1	AMP	2	539	0.4%	No
SCARNA8		9p22.1	HOMDEL	1	539	0.2%	No
ECSCR		5q31.2	AMP	12	1537	0.8%	No
CNTNAP5		2q14.3	AMP	1	539	0.2%	No
CASQ1		1q23.2	AMP	63	1481	4.3%	No
EML2-AS1		19q13.32	AMP	14	579	2.4%	No
RN7SL214P		15q24.3	AMP	6	539	1.1%	No
SPDYE1		7p13	AMP	11	1537	0.7%	No
ELAC1		18q21.2	HOMDEL	11	1425	0.8%	No
FITM2		20q13.12	AMP	40	1537	2.6%	No
LINC00845		10q21.2	AMP	19	1174	1.6%	No
TENM2		5q34	HOMDEL	2	1062	0.2%	No
ADCK2		7q34	AMP	14	1537	0.9%	No
FAM87A		8p23.3	HOMDEL	22	579	3.8%	No
BTNL3		5q35.3	HOMDEL	2	1062	0.2%	No
RN7SL393P		2q24.1	AMP	3	595	0.5%	No
GAS1		9q21.33	HOMDEL	6	902	0.7%	No
RERG		12p12.3	HOMDEL	2	1062	0.2%	No
C19ORF73		19q13.33	HOMDEL	4	1062	0.4%	No
AURKA		20q13.2	HOMDEL	2	1062	0.2%	Yes
ACP4		19q13.33	HOMDEL	2	1062	0.2%	No
LRCOL1		12q24.33	AMP	11	1062	1.0%	No
LINC01819		2p21	HOMDEL	1	523	0.2%	No
PLAC1		Xq26.3	HOMDEL	5	651	0.8%	No
L3MBTL4-AS1		18p11.31	AMP	9	579	1.6%	No
CASQ2		1p13.1	AMP	10	1118	0.9%	No
SSBP4		19p13.11	AMP	58	1537	3.8%	No
FBXO34		14q22.3	HOMDEL	1	539	0.2%	No
NCOR1P1		20p11.1	AMP	5	1062	0.5%	No
FAM131B		7q34	HOMDEL	1	523	0.2%	No
PIFO		1p13.2	HOMDEL	4	1425	0.3%	No
RN7SL220P		10q21.3	AMP	5	595	0.8%	No
DNAH2		17p13.1	HOMDEL	4	1062	0.4%	No
DHX57		2p22.1	AMP	23	1481	1.6%	No
ITIH6		Xp11.22	AMP	11	1537	0.7%	No
HM13-AS1		20q11.21	AMP	32	579	5.5%	No
KCNH8		3p24.3	HOMDEL	5	1425	0.4%	No
AP5B1		11q13.1	AMP	28	1174	2.4%	No
FAM138F		19p13.3	AMP	3	539	0.6%	No
AP4E1		15q21.2	AMP	4	1174	0.3%	No
PRR15		7p14.3	AMP	22	1537	1.4%	No
FLVCR2		14q24.3	HOMDEL	2	1062	0.2%	No
PRXL2B		1p36.32	AMP	8	1481	0.5%	No
CCAT1		8q24.21	AMP	85	1174	7.2%	No
RN7SL219P		16p13.3	AMP	8	595	1.3%	No
C8ORF86		8p11.22	HOMDEL	20	1537	1.3%	No
CASR		3q13.33-q21.1	AMP	20	1425	1.4%	No
LMBRD2		5p13.2	AMP	46	1537	3.0%	No
MYO5B		18q	HOMDEL	11	1425	0.8%	No
RNF225		19q13.43	AMP	8	579	1.4%	No
SNORD115-17		15q11.2	HOMDEL	4	579	0.7%	No
OR10R2		1q23.1	AMP	52	1481	3.5%	No
RNMT		18p11.21	HOMDEL	2	1062	0.2%	No
DEFT1P		8p23.1	HOMDEL	18	579	3.1%	No
IFNE		9p21.3	HOMDEL	1	539	0.2%	No
KDELR3		22q13.1	HOMDEL	1	56	1.8%	No
SBK1		16p12.1	AMP	18	1537	1.2%	No
RN7SKP212		3q22.1	AMP	10	595	1.7%	No
C20ORF197		20q13.33	AMP	43	1537	2.8%	No
PLPP7		9q34.13	AMP	9	1425	0.6%	No
CCDC34		11p14.1	AMP	6	1425	0.4%	No
THUMPD3-AS1		3p25.3	AMP	7	579	1.2%	No
FILNC1		6q24.1	AMP	1	523	0.2%	No
GUSBP5		4q31.21	AMP	6	1062	0.6%	No
TPSD1		16p13.3	AMP	9	1537	0.6%	No
AIG1		6q24.2	AMP	8	1481	0.5%	No
SAMMSON		3p13	AMP	5	579	0.9%	No
RN7SL229P		3q26.33	AMP	49	595	8.2%	No
TCEA3		1p36.12	HOMDEL	7	1481	0.5%	No
LINC01565		3q21.3	AMP	28	1537	1.8%	No
TCF23		2p23.3	AMP	30	1537	2.0%	No
HLTF-AS1		3q24	AMP	13	579	2.2%	No
KCTD7		7q11.21	AMP	17	1537	1.1%	No
CAT		11p13	AMP	16	1537	1.0%	No
RNA5SP171		4q32.3	HOMDEL	3	539	0.6%	No
TMEM88B		1p36.33	HOMDEL	10	1481	0.7%	No
RN7SKP259		11q12.1	AMP	6	595	1.0%	No
SUSD1		9q31.3-q32	HOMDEL	9	1425	0.6%	No
TRPV2		17p11.2	AMP	9	1537	0.6%	No
B2M		15q21.1	HOMDEL	5	1174	0.4%	Yes
PRKX-AS1		Xp22.33	AMP	1	523	0.2%	No
TBC1D19		4p15.2	HOMDEL	6	1425	0.4%	No
MICOS13		19p13.3	AMP	1	363	0.3%	No
RHOQ		2p21	AMP	18	1537	1.2%	No
RN7SL225P		11q14.2	AMP	6	539	1.1%	No
SLC35E2B		1p36.33	AMP	7	1118	0.6%	No
LEFTY2		1q42.12	HOMDEL	2	902	0.2%	No
JAKMIP3		10q26.3	HOMDEL	4	1062	0.4%	No
RSPRY1		16q13	AMP	13	1425	0.9%	No
SNORA65		9q33.3	HOMDEL	5	1014	0.5%	No
MACC1-AS1		7p21.1	AMP	9	579	1.6%	No
PTPN22		1p13.2	AMP	8	1425	0.6%	No
SEC24B		4q25	HOMDEL	4	1425	0.3%	No
GASK1B		4q32.1	HOMDEL	7	1174	0.6%	No
ZNF827		4q31.21-q31.22	AMP	6	1425	0.4%	No
HNRNPA3P1		10q11.21	HOMDEL	1	363	0.3%	No
NXT2		Xq23	HOMDEL	2	1062	0.2%	No
RN7SL78P		10q23.31	AMP	4	539	0.7%	No
RTN4IP1		6q21	AMP	22	1537	1.4%	No
GPR161		1q24.2	AMP	51	1537	3.3%	No
CDK5R1		17q11.2	HOMDEL	7	1425	0.5%	No
TRAJ30		14q11.2	HOMDEL	1	539	0.2%	No
ACTL7A		9q31.3	HOMDEL	6	902	0.7%	No
MEF2D		1q22	AMP	76	1537	4.9%	Yes
EIF4A2		3q27.3	AMP	99	1537	6.4%	Yes
USP8		15q21.2	AMP	4	1174	0.3%	Yes
GSTT2		22q11.23	HOMDEL	2	1062	0.2%	No
CELA3B		1p36.12	AMP	22	1537	1.4%	No
PLXNB2		22q13.33	HOMDEL	46	1537	3.0%	No
LINC00211		2p22.2	AMP	15	1118	1.3%	No
POU2F3		11q23.3	AMP	14	1537	0.9%	No
ZNF705E		11q13.4	AMP	9	1062	0.8%	No
ZFYVE21		14q32.33	AMP	29	1537	1.9%	No
ZNF683		1p36.11	HOMDEL	7	1481	0.5%	No
RN7SL234P		6q25.1	AMP	5	595	0.8%	No
LRP8		1p32.3	AMP	10	1062	0.9%	No
ERCC5		13q33.1	AMP	19	1537	1.2%	Yes
PNLIPRP1		10q25.3	AMP	8	1425	0.6%	No
LYRM2		6q15	AMP	4	651	0.6%	No
PVRIG		7q22.1	AMP	35	1537	2.3%	No
KRTAP16-1		17q21.2	AMP	4	579	0.7%	No
GALNTL6		4q34.1	HOMDEL	14	1537	0.9%	No
RFPL4B		6q21	AMP	7	1481	0.5%	No
INVS		9q31.1	AMP	5	1062	0.5%	No
RNF20		9q31.1	HOMDEL	6	902	0.7%	No
SMARCE1		17q21.2	AMP	20	1537	1.3%	Yes
EXD3		9q34.3	HOMDEL	3	902	0.3%	No
ERCC6		10q11.23	AMP	6	1425	0.4%	No
USP10		16q24.1	AMP	4	1425	0.3%	No
EIF4B		12q13.13	AMP	38	1537	2.5%	No
ANAPC5		12q24.31	HOMDEL	2	902	0.2%	No
RAB9BP1		5q21.2-q21.3	AMP	1	363	0.3%	No
TARDBP		1p36.22	AMP	26	1481	1.8%	No
RN7SL230P		1q25.2	AMP	16	595	2.7%	No
LINC00499		4q28.3	AMP	3	1062	0.3%	No
VAV3-AS1		1p13.3	AMP	2	523	0.4%	No
PNLIPRP2		10q25.3	AMP	8	1425	0.6%	No
MLLT10		10p12.31	HOMDEL	2	902	0.2%	Yes
MRPS36		5q13.2	AMP	5	1425	0.4%	No
SLC25A1		22q11.21	HOMDEL	6	1062	0.6%	No
DDX54		12q24.13	AMP	10	1537	0.7%	No
IGF2BP2-AS1		3q27.2	AMP	110	1537	7.2%	No
SENP6		6q14.1	HOMDEL	3	1425	0.2%	No
TMEM175		4p16.3	HOMDEL	7	1425	0.5%	No
MGAT4C		12q21.31-q21.32	AMP	3	475	0.6%	No
PTP4A1		6q12	AMP	5	1537	0.3%	Yes
LINC00644		14q23.2	HOMDEL	1	539	0.2%	No
SLC25A4		4q35.1	HOMDEL	17	1537	1.1%	No
NKX1-1		4p16.3	AMP	14	579	2.4%	No
CXCR3		Xq13.1	HOMDEL	1	539	0.2%	No
ZNF491		19p13.2	HOMDEL	1	539	0.2%	No
ERICH4		19q13.2	HOMDEL	2	1062	0.2%	No
USP17L4		8p23.1	AMP	2	579	0.3%	No
SMN1		5q13.2	AMP	6	1481	0.4%	No
HPN-AS1		19q13.11-q13.12	HOMDEL	1	523	0.2%	No
HARS2		5q31.3	AMP	7	1537	0.5%	No
TBC1D17		19q13.33	HOMDEL	2	1062	0.2%	No
BRD1		22q13.33	HOMDEL	46	1537	3.0%	No
HECTD1		14q12	AMP	10	1425	0.7%	No
PNMT		17q12	AMP	87	1537	5.7%	No
GSTM2P1		6q21	AMP	8	886	0.9%	No
RN7SL239P		11q13.4	AMP	9	539	1.7%	No
CDT1		16q24.3	HOMDEL	18	1537	1.2%	No
IPO9-AS1		1q32.1	AMP	15	579	2.6%	No
ZNF714		19p12	HOMDEL	1	539	0.2%	No
FCGR2C		1q23.3	AMP	51	1481	3.4%	No
NRXN3		14q24.3-q31.1	AMP	12	1062	1.1%	No
DEFA1B		8p23.1	HOMDEL	28	595	4.7%	No
LINC00500		4q28.3	HOMDEL	2	539	0.4%	No
SMAGP		12q13.13	AMP	18	1537	1.2%	No
CLPTM1L		5p15.33	HOMDEL	4	1174	0.3%	No
SULT4A1		22q13.31	AMP	7	1425	0.5%	No
DENND2C		1p13.2	AMP	5	1062	0.5%	No
SMN2		5q13.2	AMP	5	1118	0.4%	No
OR8J1		11q12.1	HOMDEL	3	1425	0.2%	No
PCNAP1		4q23	HOMDEL	5	1425	0.4%	No
HRC		19q13.33	AMP	16	1537	1.0%	No
CDC42EP1		22q13.1	HOMDEL	3	1118	0.3%	No
EIF4A1		17p13.1	AMP	8	1537	0.5%	No
ZNF276		16q24.3	HOMDEL	20	1537	1.3%	No
NBPF14		1q21.2	AMP	77	1537	5.0%	No
UQCR10		22q12.2	AMP	20	1537	1.3%	No
RN7SL237P		20q11.23	AMP	13	595	2.2%	No
PIPSL		10q23.33	HOMDEL	9	1425	0.6%	No
FUZ		19q13.33	HOMDEL	2	1062	0.2%	No
SLC9A3R1		17q25.1	AMP	31	1537	2.0%	No
LAPTM5		1p35.2	AMP	33	1425	2.3%	No
ERCC4		16p13.12	AMP	13	1014	1.3%	Yes
MANSC1		12p13.2	HOMDEL	3	1425	0.2%	No
SMO		7q32.1	AMP	10	1481	0.7%	Yes
SPP1		4q22.1	HOMDEL	1	539	0.2%	No
GK3P		4q32.3	HOMDEL	3	886	0.3%	No
NLRC5		16q13	HOMDEL	10	1425	0.7%	No
TPBGL		11q13.4	AMP	14	1062	1.3%	No
LINC01588		14q21.3	AMP	6	1425	0.4%	No
IL5		5q31.1	HOMDEL	1	539	0.2%	No
ARFGEF3		6q23.3-q24.1	AMP	9	1481	0.6%	No
FBXO39		17p13.1	HOMDEL	1	56	1.8%	No
RAB26		16p13.3	AMP	14	1537	0.9%	No
C4ORF51		4q31.21	AMP	6	1425	0.4%	No
FARS2		6p25.1	HOMDEL	1	363	0.3%	No
NUTM2A		10q23.2	HOMDEL	6	1425	0.4%	Yes
ZCCHC4		4p15.2	HOMDEL	5	1425	0.4%	No
DEFB103A		8p23.1	HOMDEL	46	1174	3.9%	No
TJP3		19p13.3	AMP	3	1425	0.2%	No
SLC9A3		5p15.33	HOMDEL	3	1118	0.3%	No
SRSF5		14q24	HOMDEL	2	1062	0.2%	No
SMPD1		11p15.4	AMP	5	1425	0.4%	No
ARMC6		19p13.11	HOMDEL	1	539	0.2%	No
SMIM5		17q25.1	AMP	46	1174	3.9%	No
ATP1B4		Xq24	AMP	2	1062	0.2%	No
TMEM160		19q13.32	HOMDEL	2	1062	0.2%	No
CDC42EP5		19q13.42	HOMDEL	2	1062	0.2%	No
WFDC12		20q13.12	AMP	55	1537	3.6%	No
SPATA21		1p36.13	AMP	22	1537	1.4%	No
RDX		11q22.3	HOMDEL	14	1537	0.9%	No
EYA4		6q23.2	AMP	6	1481	0.4%	No
RGN		Xp11.3	AMP	39	1537	2.5%	No
ERGIC1		5q35.1	AMP	12	1537	0.8%	No
ODF2L		1p22.3	AMP	5	1118	0.4%	No
ESYT2		7q36.3	AMP	15	1537	1.0%	No
FGD3		9q22.31	HOMDEL	6	902	0.7%	No
FAM25G		10q11.22	HOMDEL	2	539	0.4%	No
PROSER1		13q13.3	HOMDEL	6	1537	0.4%	No
TAF8		6p21.1	AMP	25	1537	1.6%	No
SNAR-A6		19q13.33	HOMDEL	2	523	0.4%	No
APEH		3p21.31	HOMDEL	2	1062	0.2%	No
DENND4A		15q22.31	AMP	9	1425	0.6%	No
TPPP3		16q22.1	HOMDEL	13	1425	0.9%	No
TMEM198		2q35	HOMDEL	3	1425	0.2%	No
DGUOK-AS1		2p13.1	AMP	3	523	0.6%	No
MBP		18q23	HOMDEL	24	1537	1.6%	No
STUM		1q42.12	AMP	45	1537	2.9%	No
MTMR6		13q12.13	AMP	2	1062	0.2%	No
IGHJ6		14q32.33	HOMDEL	1	56	1.8%	No
PPP4R3B		2p16.1	AMP	11	1537	0.7%	No
CXORF49B		Xq13.1	AMP	2	539	0.4%	No
DPH6		15q14	AMP	4	1425	0.3%	No
CPNE7		16q24.3	AMP	3	1425	0.2%	No
DMAP1		1p34.1	AMP	28	1481	1.9%	No
HS3ST3A1		17p12	HOMDEL	10	1425	0.7%	No
DDX17		22q13.1	HOMDEL	1	56	1.8%	No
BSND		1p32.3	AMP	16	1537	1.0%	No
LCA5L		21q22.2	AMP	14	1537	0.9%	No
MIA3		1q41	AMP	45	1537	2.9%	No
LINC02735		11q12.1	HOMDEL	3	579	0.5%	No
NIPBL		5p13.2	AMP	38	1537	2.5%	No
MYL12B		18p11.31	AMP	51	1537	3.3%	No
NHSL1		6q24.1	AMP	9	1481	0.6%	No
MFSD6L		17p13.1	HOMDEL	8	1425	0.6%	No
FAM25G		10q11.22	AMP	1	539	0.2%	No
TAF15		17q12	HOMDEL	8	1425	0.6%	Yes
SNX5		20p11.23	AMP	11	1425	0.8%	No
IDH3G		Xq28	HOMDEL	3	651	0.5%	No
SNAPC4		9q34.3	AMP	17	1425	1.2%	No
TAL2		9q31.2	AMP	3	1062	0.3%	Yes
MEP1A		6p12.3	AMP	18	1425	1.3%	No
TSIX		Xq13.2	AMP	4	1062	0.4%	No
NQO1		16q22.1	AMP	13	1425	0.9%	No
PAX5		9p13.2	HOMDEL	5	1062	0.5%	Yes
PRAMEF6		1p36.21	AMP	22	1537	1.4%	No
POLB		8p11.21	AMP	81	1537	5.3%	No
PSMB1		6q27	AMP	9	1537	0.6%	No
HABP2		10q25.3	AMP	7	1425	0.5%	No
SNORA29		6q25.3	HOMDEL	2	1062	0.2%	No
SNORD116-29		15q11.2	HOMDEL	4	579	0.7%	No
GPR45		2q12.1	HOMDEL	2	1062	0.2%	No
GRSF1		4q13.3	AMP	12	1537	0.8%	No
RN7SKP174		7q35	AMP	6	595	1.0%	No
SCGB1A1		11q12.3	HOMDEL	3	475	0.6%	No
AK9		6q21	AMP	10	1537	0.7%	No
INO80D		2q33.3	HOMDEL	8	1425	0.6%	No
SNCA		4q22.1	AMP	4	1062	0.4%	No
TALDO1		11p15.5	AMP	13	1537	0.8%	No
MT1A		16q13	AMP	12	1425	0.8%	No
COG1		17q25.1	AMP	22	1537	1.4%	No
SLC26A6		3p21.31	AMP	17	1537	1.1%	No
FXR2		17p13.1	HOMDEL	2	1062	0.2%	No
MEOX2		7p21.2	AMP	21	1537	1.4%	No
DIAPH1		5q31.3	AMP	2	112	1.8%	No
ZWINT		10q21.1	HOMDEL	3	902	0.3%	No
DMGDH		5q14.1	HOMDEL	10	1425	0.7%	No
PRAMEF11		1p36.21	AMP	22	1537	1.4%	No
ZNF300P1		5q33.1	HOMDEL	2	1062	0.2%	No
EPHA1		7q34-q35	HOMDEL	1	523	0.2%	No
POLD1		19q13.3	AMP	13	1537	0.8%	Yes
FLNB		3p14.3	HOMDEL	7	1537	0.5%	No
SYT5		19q13.42	HOMDEL	2	1062	0.2%	No
RCCD1		15q26.1	AMP	20	1537	1.3%	No
ANKRD20A11P		21q11.2	HOMDEL	4	1174	0.3%	No
RN7SKP170		4p15.33	AMP	5	595	0.8%	No
MEOX1		17q21.31	AMP	13	1537	0.8%	No
TBC1D5		3p24.3	HOMDEL	6	1425	0.4%	No
CDKAL1		6p22.3	HOMDEL	1	523	0.2%	No
SNCG		10q23.2	AMP	18	1425	1.3%	No
ATN1		12p13.31	HOMDEL	2	363	0.6%	No
SGO1-AS1		3p24.3	AMP	1	523	0.2%	No
MSX2		5q35.2	AMP	16	1537	1.0%	No
NBDY		Xp11.21	HOMDEL	1	523	0.2%	No
HNRNPCL2		1p36.21	AMP	12	942	1.3%	No
GTF2H2C_2		5q13.2 alternate reference locus	HOMDEL	3	523	0.6%	No
TTLL12		22q13.2	AMP	10	1425	0.7%	No
SNORD49A		17p11.2	HOMDEL	3	886	0.3%	No
CCDC13		3p22.1	AMP	6	1425	0.4%	No
POLD2		7p13	AMP	15	1537	1.0%	No
H1-1		6p22.2	AMP	16	1537	1.0%	No
ZNF239		10q11.22-q11.23	AMP	1	539	0.2%	No
RN7SKP177		3q25.31	AMP	22	595	3.7%	No
CFAP44-AS1		3q13.2	AMP	5	579	0.9%	No
SDR16C6P		8q12.1	HOMDEL	2	112	1.8%	No
ZNF98		19p12	HOMDEL	3	1062	0.3%	No
C11ORF86		11q13.2	HOMDEL	6	1425	0.4%	No
ZDHHC4		7p22.1	HOMDEL	3	1062	0.3%	No
CFP		Xp11.23	HOMDEL	3	1425	0.2%	No
MEN1		11q13	AMP	23	1734	1.3%	Yes
USP29		19q13.43	HOMDEL	2	1062	0.2%	No
FSCN1		7p22.1	AMP	27	1537	1.8%	No
CCNB3		Xp11.22	HOMDEL	6	1425	0.4%	Yes
MSX1		4p16.2	AMP	17	1481	1.1%	No
SLC26A10		12q13.3	AMP	4	1062	0.4%	No
CYB5R3		22q13.2	AMP	15	1481	1.0%	No
POLE		12q24.33	AMP	12	1425	0.8%	Yes
LINC01106		2q13	AMP	2	523	0.4%	No
ARL13B		3q11.1-q11.2	AMP	14	1537	0.9%	No
FIZ1		19q13.42	HOMDEL	2	1062	0.2%	No
TRAF3IP3		1q32.2	HOMDEL	2	112	1.8%	No
ZNF816		19q13.41	HOMDEL	2	1062	0.2%	No
GRPR		Xp22.2	AMP	3	651	0.5%	No
FCHO2		5q13.2	HOMDEL	13	1425	0.9%	No
LINC01531		19q13.12	HOMDEL	1	523	0.2%	No
CNTROB		17p13.1	HOMDEL	3	1062	0.3%	No
SLC16A5		17q25.1	AMP	34	1537	2.2%	No
MST1R		3p21.31	AMP	18	1425	1.3%	Yes
CATSPERG		19q13.2	AMP	62	1537	4.0%	No
CHSY1		15q26.3	HOMDEL	4	1062	0.4%	No
LINC02906		8q22.1	HOMDEL	1	539	0.2%	No
PWAR4		15q11.2	AMP	1	56	1.8%	No
GRP		18q21.32	AMP	8	1537	0.5%	No
SYMPK		19q13.32	AMP	32	1174	2.7%	No
RN7SKP181		15q26.2	AMP	7	539	1.3%	No
SNRNP70		19q13.33	AMP	16	1537	1.0%	No
PLAUR		19q13	HOMDEL	3	1062	0.3%	No
ABRAXAS2		10q26.13	AMP	16	1537	1.0%	No
MST1		3p21.31	AMP	16	1425	1.1%	Yes
LRRC4C		11p12	HOMDEL	3	1118	0.3%	No
RASGEF1A		10q11.21	AMP	1	539	0.2%	Yes
RN7SL845P		7q36.1	HOMDEL	4	595	0.7%	No
DHPS		19p13.13	AMP	68	1537	4.4%	No
SLC16A6		17q24.2	AMP	28	1537	1.8%	No
ZP4		1q43	AMP	57	1537	3.7%	No
LINC02876		17q22	AMP	14	1118	1.3%	No
FAM199X		Xq22.2	AMP	3	1062	0.3%	No
LYSMD2		15q21.2	HOMDEL	3	1062	0.3%	No
C6ORF52		6p24.2	AMP	22	1481	1.5%	No
POLG		15q26.1	AMP	17	1425	1.2%	No
GPD1L		3p22.3	AMP	9	1425	0.6%	No
PDIA3		15q15.3	AMP	7	1481	0.5%	No
FKBP1B		2p23.3	HOMDEL	2	112	1.8%	No
H3-3B		17q25.1	AMP	55	1537	3.6%	Yes
SAMD8		10q22.2	HOMDEL	2	1062	0.2%	No
RN7SKP178		2q33.3	AMP	4	539	0.7%	No
SNRPA		19q13.2	AMP	45	1537	2.9%	No
SLC16A3		17q25.3	AMP	39	1537	2.5%	No
RN7SKP188		4q32.3	AMP	1	539	0.2%	No
SEMA3B-AS1		3p21.31	HOMDEL	3	579	0.5%	No
ANKRD29		18q11.2	HOMDEL	4	1174	0.3%	No
SLC22A14		3p22.2	AMP	6	1425	0.4%	No
ERICH6		3q25.1	AMP	49	1537	3.2%	No
ZNF649		19q13.41	HOMDEL	2	1062	0.2%	No
POLH		6p21.1	AMP	18	1481	1.2%	No
OR2A25		7q35	AMP	8	1537	0.5%	No
UQCRHL		1p36.21	AMP	12	942	1.3%	No
SNORA61		1p35.3	HOMDEL	2	886	0.2%	No
H3-3A		1q42.12	AMP	52	1665	3.1%	Yes
ZNF540		19q13.13	AMP	61	1537	4.0%	No
EIF2S3		Xp22.11	HOMDEL	9	1537	0.6%	No
CXCL2		4q13.3	AMP	1	363	0.3%	No
LINC00923		15q26.2	HOMDEL	4	1062	0.4%	No
GOLGA6L7		15q13.1	HOMDEL	9	1174	0.8%	No
RN7SL621P		8p12	HOMDEL	16	595	2.7%	No
GABRA4		4p12	HOMDEL	4	1062	0.4%	No
PINK1		1p36.12	AMP	9	1537	0.6%	No
ZCCHC14		16q24.2	AMP	4	1425	0.3%	No
SNRPA1		15q26.3	AMP	18	1481	1.2%	No
SLC16A4		1p13.3	AMP	8	1425	0.6%	No
LIPG		18q21.1	AMP	1	363	0.3%	No
RN7SKP185		20q11.23	AMP	12	595	2.0%	No
DHODH		16q22.2	AMP	7	1425	0.5%	No
PAH		12q23.2	HOMDEL	1	539	0.2%	No
CHD7		8q12.2	HOMDEL	4	1014	0.4%	No
BCL11B		14q32.2	AMP	4	1425	0.3%	Yes
LINC02148		5q23.1	HOMDEL	1	523	0.2%	No
LOC440300		15q25.2	AMP	3	523	0.6%	No
PWARSN		15q11.2	AMP	1	56	1.8%	No
CXCL3		4q13.3	AMP	1	363	0.3%	No
TESMIN		11q13.3	HOMDEL	3	1425	0.2%	No
RN7SKP182		18q12.2	AMP	3	595	0.5%	No
SNRPB		20p13	AMP	7	1062	0.7%	No
METAP1		4q23	AMP	4	1062	0.4%	No
SNORD4B		17q11	AMP	39	1537	2.5%	No
